,frame_name,frame_definition,lexical_units_list
923,Residência,"Este frame refere-se a pessoas (os Residentes) que residem em um Local, algumas vezes com um Co_residente. Pedro mora em São Paulo. Suzana é uma habitante deBrasília.","acampado.a
acampamento.n
acampar.v
campista.n
colega de quarto.n
ficar.v
habitado.a
habitante.n
habitar.v
hospedar.v
locatário.n
morador.n
morar.v
ocupante.n
ocupar.v
radicar.v
residente.n
residir.v
viver.v"
924,Resolver_problema,"Um Agente resolve um Problema pendente encontrando sua solução, explicação, resposta, etc. Alternativamente, alguma Causa não-agentiva pode resolver o Problema. O Meio, Grau, Tempo e Lugar também podem ser expressos.","conserto.n
resolver.v"
925,Respirar,"Um Agente faz com que o Ar se mova em uma direção, geralmente especificando se para fora ou dentro do corpo.","ofegar.v
respiração.n
suspirar.v"
926,Responsibility,"An Agent is responsible for having intentionally performed an Act or for being the or a primary instigator behind the Act. There is often a sense of negative evaluation of the Agent for having done so. It has been determined that a relatively unknown terrorist group is responsible for the recent attacks. Note: the noun responsibility in this frame frequently occurs with take and claim. These words are considered controllers (rather than supports), as they express events of communication rather than the static relationship of responsibility.",responsável.a
927,Resto,"Uma Parte de um Inteiro maior foi mencionada ou é disponível no cenário do discurso e a parte previamente não menciona, o Resto, é agora mencionada. As lentes, como o resto do exoesqueleto, são feitas de calcita. Eles vêem o trabalho social da polícia como complemento ao trabalho de escritório.",resto.n
928,Restringir_movimento,"Um Agente restringe o movimento de um Tema dentro da vizinhança do Localização_mantida, apesar do desejo, plano ou tendência do Tema para o movimento; o Agente também pode usar um Instrumento. Para muitos desses alvos, o Meio é incorporado. Para algumas ULs, o Tema precisa ser uma entidade senciente. Várias dessas Uns podem ser usadas para descrever uma punição.","cativar.v
reclusão.n"
929,Result_of_attempt_scenario,an agent and their action succeed or fail inasmuch as the result of an action matches the goal that they hope to bring about by the action.,
930,Resumir,"Um Comunicador processa alguma informação (de fontes textuais ou empíricas/perceptuais) reparando um Estado_de_coisas de forma concisa em um (resumo) que contem o conteúdo essencial de forma mais resumida, e comunica este resumo a um Destinatário, ou grava em uma Mídia. O Estado_de_coisas pode ser representado diretamente, ou em forma textual, ou metonimicamente como uma entidade focal.",resumir.v
931,Retaining,In this frame an Agent continues to possess a Theme for a Duration of time. In her heart she must retain bitterness against those who had killed him. I kept the iPhone Sally gave me.,"guardar.v
realizar.v"
932,Retirar_da_participação,"Um indivíduo que é programado para ser um Participante, ou que já é um Participante em uma Atividade ou em uma Organização, não irá ou não irá mais participar da Atividade ou Organização. Note que a Organização normalmente é aquela que é constituída por um tratado ou acordo. O contingente mulçumanotinha retirado as negociações comunitárias em 27 de maio. O Partido nacionalista diretista retirou formalmente o regulamento da aliança.",withdraw.v
933,Reunir-se,"Nesse frame, um grupo de Indivíduos se reúne para formar uma Configuração. Os Indivíduos ou a Configuração podem ser expressos como o argumento externo dos predicados nesse frame. Nesse contexto, é ambíguo se os Indivíduos se unem intencionalmente ou não. Em uma interpretação alternativa, uma Parte_1 gramaticalmente mais proeminente se reúne com uma Parte_2, expressa como um sintagma oblíquo. Se esta interpretação assimétrica for escolhida, a Finalidade refere-se apenas a Parte_1.","concentrar.v
englobar.v
reencontro.n
reunir.v"
934,Revelar-se,Um Estado_de_coisas acaba por ser verdade no conhecimento de alguém do mundo. Isso pode ser reconhecido com evidências ou em certas circunstâncias. O conhecedor cujas crenças são afetadas não é expresso.,
935,Revelar_secredo,"Um Falante revela Informação que era previamente secreta ao Destinatário. Em alguns casos, é esperado que o Destinatário guarde a Informação de outras pessoas. A Informação pode ser prejudicial para a reputação do Falante. Algumas unidades lexicais neste frame sugerem que o Falante já foi confrontado com a Informação.","confessar.v
desvendar.v"
936,Rigor,"Estes adjetivos descrevem o grau de rigor ou tolerância, normalmente relacionados a outra pessoa (o Controlado) e normalmente, relacionado ao Assunto. O rigor/leniência com respeito ao Assunto pode ser manifestada no (expresso por) Agente ou por algum Meio (ex.: leis), ou por algum comportamento do Agente, Ex.: Ato_controlador.",
937,Roubo,Este Frame descreve situações em que um Perpetrador toma Bens de uma Vítima ou Origem. Os Meios pelos quais isso é realizado também podem ser expressos.,"abstração.n
abstrair.v
apropriação indevida.n
arrastão.n
assalto.n
batedor de carteira.n
bater carteira.v
de dedos leves.a
desviar.v
desvio.n
furtar.v
furto.n
ladrão.n
propina.n
roubado.a
roubar.v
roubo.n"
938,Sacrificing_for,An Agent sacrifices an (often abstract) Asset in exchange for a Benefit which is deemed better or more worth having. We never sacrifice quality for price. What are you willing to sacrifice to get a chance at winning? Most people in that position probably would have compromised their principles. INI.,
939,Sair_de_um_lugar,"Um Auto_movedor deixa um local inicial de Fonte. A Trajetória pela qual o Auto_movedor parte e a Finalidade_pretendida da Direção também podem ser mencionadas. Em muitas palavras que evocam esse frame, há uma implicação adicional de que o Auto_movedor está descontente com o local Fonte.","abandonar.v
deixar.v
demitir.v
deserção.n
desertar.v
desocupar.v
emigração.n
emigrante.n
emigrar.v
exilado.n
fugir.v
fugitivo.n
investir.v
remover.v
retirada.n
retirar.v
separar.v"
940,Sair_do_emprego,Um Empregado voluntariamente deixa o serviço de um Empregador.,aposentar.v
941,Sanções,"Uma Sanção é caracterizada como a punição ou pena aplicada a um atleta ou equipe, o Atleta_punido, ou em favor do adversário, o Atleta_beneficiado. A Sanção se deve a uma violação de uma regra no Esporte. É geralmente aplicada pela Arbitragem, mas pode ser também oriunda de decisão de uma federação ou comitê.","advertência.n
cartão amarelo.n
cartão preto.n
cartão vermelho.n
cartão.n
desclassificação.n
desqualificação.n
exclusão.n
expulsão.n
impedimento.n
inelegibilidade.n
lance-livre.n
lateral.n
man-up.n
passe à frente.n
passividade.n
pena.n
penalidade.n
pênalti.n
sanção.n
suspensão.n
tiro livre.n
vantagem.n"
942,Satisfazer,"Este frame descreve um Agente ou uma Entidade que atende ou não um Padrão. Alternativamente, uma ação ou ocorrência pode ser construída como um Evento que atende ou falha em atender o Padrão.","atender.v
satisfazer.v"
943,Scheduling,An Agent schedules an Event to take place at a specified Scheduled_time and Place. Gina scheduled a dentist appointment for Monday in Berkeley. Christa set up an afternoon meeting to discuss the new prototype.,"agendamento.n
agendar.v"
944,Sediar_evento,Uma Sede prepara e executa um Evento.,"organizar.v
país sede.n
receber.v
sede.n
sediar.v"
945,Seguir_em_frente,Um Auto_movedor inicia o movimento de um local Fonte relativamente não perfilado. O foco está no movimento e não no local que está sendo retirado. O Auto_movedor aqui também inclui veículos que são dirigidos por um agente intencional.,
946,Semelhança,"Este frame contém palavras que descrevem um conjunto de indivíduos que possuem alguma Semelhança, geralmente um atributo comum.",comum.a
947,Sem_comparação,"Em comparação a seus Concorrentes, um Padrão está no limite superior de uma escala em relação a algumas Variáveis. Os Concorrentes frequentemente não são realizados sintaticamente.",
948,Sensação,"Este frame contém substantivos que se referem a sensações em diferentes modalidades. O EF Origem é usado para o fenômeno que origina a sensação em questão. O EF Percept é usado para a qualidade característica da sensação. Em casos de percepção verídica, estes não são tipicamente distinguidos um do outro; nós usamos o EF Percept como padrão nesses casos. Com alguns substantivos nesse frame é possível expressar o ser que experimenta a sensação, ou a parte do corpo de tal ser. Marcamos essas expressões com os EFs Perceiver_passive e Parte_do_corpo, respectivamente.","mau-cheiro.n
perfume.n
sabor.n
sensação.n
sentir.v
vista.n"
949,Sentir,"Nesse frame, um Experienciador experimenta uma Emoção ou está em um Estado_emocional. Também pode haver uma Avaliação do estado interno de experiência.","astral.n
auto-estima.n
calma.n
consolo.n
emoção.n
entusiasmo.n
experienciar.v
ira.n
orgulho.n
paz.n
prazer.n
sensação.n
sentimento.n
sentir.v
tranquilizar.v"
950,Sequência,"As palavras nesse frame descrevem entidades que ocorrem em alguma sequência ordenada temporalmente. As entidades, portanto, têm algum tipo de relação entre elas que pode ser descritas pelo frame Tempo_relativo. No entanto, neste momento, esse frame não tem nenhuma relação entre frames com esse frame. Além disso, deve-se notar que as palavras nesse frame têm um link metafórico para as palavras em Formas.","ordem.n
seguido.a
sequência.n
série.n
último.a"
951,Sequestrar,As palavras neste frame descrevem situações em que um Sequestrador leva e retém a Vítima contra sua vontade através do uso da força.,
